,host_response_time,host_response_rate,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,ano,mes
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','ano','mes','host_response_time'
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,f,3.0,-22.982406909682958,-43.23958787330021,Apartment,Private room,3,3.0,1.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",$263.00,$500.00,$150.00,1,$0.00,1,1125,3,80.0,8.0,9.0,9.0,9.0,7.0,8.0,f,f,strict_14_with_grace_period,2018,7
,within a day,60%,f,3.0,-22.96231325323149,-43.166710460690055,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Essentials,Hangers,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",""Long term stays allowed"",""Host greets you""}",$349.00,$500.00,$130.00,1,$50.00,5,100,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,2018,7
,within a day,69%,f,41.0,-23.01162627282358,-43.391480840134975,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Family/kid friendly""}",$349.00,$4,000.00,,1,$0.00,1,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,2018
,,,f,1.0,-22.963804506517487,-43.183347214740856,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox}",$341.00,$969.00,$291.00,1,$0.00,1,21,27,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,moderate,2018,7
,,,f,1.0,-22.98617018484745,-43.22266966731686,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",$399.00,$999.00,$170.00,4,$0.00,5,1125,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-23.00529319845195,-43.36863372261395,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$976.00,,,1,$0.00,7,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,f,5.0,-22.98015667684893,-43.19927952222161,Apartment,Entire home/apt,12,3.0,3.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",$697.00,,$120.00,1,$0.00,1,1000,17,87.0,8.0,8.0,10.0,9.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.93190593675511,-43.17849823549465,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Iron,""Bed linens""}",$139.00,$0.00,$0.00,1,$0.00,1,30,163,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within a day,80%,f,5.0,-22.98469511788779,-43.20500218955082,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed""}",$101.00,,,1,$200.00,2,30,26,91.0,9.0,8.0,10.0,10.0,10.0,9.0,f,f,moderate,2018,7
,within an hour,100%,t,5.0,-22.981758045316983,-43.2042648037643,Loft,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Window guards"",""Fireplace guards"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Long term stays allowed"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Wide entryway""}",$93.00,$698.00,$155.00,2,$91.00,1,365,225,91.0,9.0,9.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,2018,7
,within a day,100%,f,2.0,-22.98531591481025,-43.224621363759255,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$298.00,$1,000.00,$130.00,1,$0.00,2,90,21,88.0,9.0,8.0,10.0,10.0,10.0,9.0,f,f,moderate,2018
,within a few hours,80%,f,6.0,-22.96035260691905,-43.1709126478554,Bed and breakfast,Private room,2,0.5,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",$97.00,,$15.00,1,$0.00,2,60,152,94.0,9.0,9.0,9.0,9.0,9.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within a day,80%,f,3.0,-22.97019920064321,-43.18700086762209,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,""Family/kid friendly""}",$151.00,,$100.00,1,$0.00,3,100,4,70.0,10.0,10.0,10.0,10.0,10.0,8.0,f,f,strict_14_with_grace_period,2018,7
,,,f,3.0,-22.96759905183275,-43.183775270465766,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Hair dryer"",""Hot water"",""Host greets you"",""Paid parking on premises""}",$170.00,,$45.00,2,$30.00,5,26,11,94.0,9.0,8.0,10.0,10.0,9.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within a day,100%,f,7.0,-22.957351203615502,-43.18212493681052,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer}",$136.00,,$136.00,2,$19.00,5,90,8,94.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,strict_14_with_grace_period,2018,7
,,,f,5.0,-22.935821064622303,-43.19833006453685,Bed and breakfast,Private room,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly""}",$225.00,,,2,$82.00,1,1125,57,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,strict_14_with_grace_period,2018,7
,within an hour,100%,t,2.0,-22.98261276789659,-43.22565475392028,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",""Suitable for events"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$190.00,$330.00,$140.00,2,$50.00,2,1125,41,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,2018,7
,within an hour,100%,f,1.0,-22.90129995939753,-43.2980370663589,Apartment,Private room,2,2.0,1.0,1.0,Airbed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),Cat(s),Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer}",$701.00,$500.00,$20.00,1,$70.00,1,90,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.918683904067173,-43.18692607493666,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Washer}",$151.00,,,1,$50.00,7,30,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,within a day,50%,f,1.0,-22.97553076783843,-43.19209533599907,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,Kitchen,Doorman,""Buzzer/wireless intercom"",Washer}",$58.00,,$80.00,1,$50.00,1,30,111,89.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,f,4.0,-22.965659067099477,-43.18711964896524,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}",$120.00,,$60.00,1,$0.00,3,60,1,94.0,10.0,10.0,6.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,t,2.0,-22.974360694801884,-43.18965362722532,Apartment,Entire home/apt,5,1.5,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}",$147.00,$500.00,$190.00,3,$20.00,3,1124,40,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,f,6.0,-22.91939667297624,-43.188280800341616,Bed and breakfast,Private room,3,2.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Smoking allowed"",Breakfast,""Family/kid friendly"",Washer}",$85.00,,,1,$40.00,1,180,30,86.0,9.0,9.0,10.0,9.0,9.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,4.0,-22.97375229553033,-43.19997119875581,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Private entrance"",""Hot water""}",$426.00,$1,269.00,$92.00,2,$222.00,2,10,0,,,,,,,,f,f,moderate,2018
,,,f,4.0,-22.97406568107249,-43.19976335927604,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}",$589.00,$1,688.00,$152.00,2,$152.00,3,30,1,77.0,6.0,8.0,6.0,8.0,10.0,8.0,f,f,moderate,2018
,,,f,1.0,-22.97494508462622,-43.225559750414405,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Essentials}",$291.00,,,1,$0.00,1,1125,0,,,,,,,,f,f,flexible,2018,7
,within a few hours,100%,t,1.0,-22.98645674276291,-43.19865813052844,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed""}",$201.00,$0.00,$130.00,1,$0.00,3,90,131,95.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.91516869309284,-43.1883226481819,Apartment,Private room,4,,1.0,,Real Bed,{},$399.00,,,1,$0.00,1,1125,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,within an hour,100%,t,7.0,-22.98625885576056,-43.19006033035018,Apartment,Entire home/apt,9,3.0,3.0,8.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",$345.00,$600.00,$310.00,4,$52.00,3,1125,118,94.0,10.0,9.0,10.0,10.0,10.0,9.0,t,f,moderate,2018,7
,within an hour,100%,f,4.0,-22.985275794186144,-43.20506006465334,Apartment,Entire home/apt,4,1.5,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$283.00,$600.00,$200.00,3,$50.00,3,89,142,93.0,9.0,10.0,10.0,9.0,10.0,9.0,t,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,f,3.0,-22.9358373939737,-43.201212518922304,House,Private room,3,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Family/kid friendly""}",$163.00,,$116.00,1,$155.00,1,1125,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,f,3.0,-22.938968717608216,-43.20633844208378,House,Private room,3,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Suitable for events""}",$163.00,,$116.00,1,$116.00,1,1125,29,93.0,9.0,9.0,10.0,10.0,8.0,9.0,f,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-23.011809562790592,-43.3029626652824,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}",$399.00,$1,000.00,$100.00,1,$0.00,3,365,15,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,2018
,,,f,3.0,-22.923981099522454,-43.17404154100255,House,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer}",$384.00,$1,162.00,,5,$232.00,3,5,5,80.0,8.0,8.0,10.0,10.0,10.0,9.0,t,f,strict_14_with_grace_period,2018
,,,f,1.0,-22.983661174282386,-43.21729685165906,Apartment,Entire home/apt,8,1.5,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Hot water""}",$690.00,$1,000.00,$200.00,6,$150.00,3,90,20,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018
,,,t,1.0,-22.9799446740592,-43.190468288793575,Apartment,Entire home/apt,4,2.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}",$341.00,$2,262.00,$226.00,4,$0.00,7,60,43,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,2018
,within a day,100%,f,3.0,-22.94046635067171,-43.20417424681109,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",$97.00,$750.00,$120.00,2,$85.00,2,9999,40,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,strict_14_with_grace_period,2018,7
,within an hour,100%,f,3.0,-22.943520378098462,-43.20530877167033,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Essentials,""24-hour check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$159.00,,$70.00,2,$30.00,3,1124,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,2018,7
,within a day,50%,f,1.0,-22.96511969559235,-43.17608398236767,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",$151.00,$380.00,$150.00,2,$0.00,2,1125,36,92.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within a few hours,100%,t,2.0,-22.985005464416044,-43.190608962719054,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$101.00,$500.00,$100.00,1,$50.00,3,365,46,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,2018,7
,within a day,100%,t,3.0,-22.951932749065413,-43.16765352145583,House,Entire home/apt,6,1.0,2.0,5.0,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard""}",$267.00,$0.00,$116.00,4,$116.00,4,360,16,89.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,2018,7
,within an hour,100%,t,5.0,-22.963061838892195,-43.171432832377626,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",$701.00,$700.00,,4,$100.00,5,800,0,,,,,,,,f,f,strict_14_with_grace_period,2018,7
,within a few hours,90%,t,3.0,-22.982259671014383,-43.19391374053648,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Iron}",$105.00,$600.00,$160.00,1,$0.00,4,90,64,87.0,9.0,8.0,9.0,9.0,10.0,8.0,t,f,strict_14_with_grace_period,2018,7
,,,f,1.0,-22.98499204075155,-43.22166036306546,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials}",$1,143.00,$1,937.00,$387.00,2,$387.00,3,90,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period
,within a day,77%,t,5.0,-22.96236348966097,-43.17118230739118,Apartment,Entire home/apt,6,1.5,3.0,5.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$376.00,$800.00,$200.00,6,$0.00,3,180,95,93.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,moderate,2018,7
